58	Belarus	2015	68.6	78.8	15.7	21.9	61.2	68.7
59	Belarus	2010	64.5	76.4	14.1	20.5	57.9	66.7
60	Belarus	2000	63.3	74.6	14.1	19.4	56.6	65.2
61	Belgium	2019	79.3	83.5	22.3	25.6	69.8	71.3
62	Belgium	2015	78.5	82.9	21.8	25.2	69.1	70.8
63	Belgium	2010	77.2	82.4	21.1	24.9	68	70.4
64	Belgium	2000	74.5	80.7	19.3	23.7	66.1	69.5
65	Belize	2019	71.4	77.8	20.3	22.9	63.5	67.3
66	Belize	2015	71.1	77.3	20.4	22.8	63.3	67
67	Belize	2010	70.9	76.1	20.6	22.2	63.1	66.1
68	Belize	2000	67.2	74	17	20.7	60.3	64.6
69	Benin	2019	61.2	65.7	16.1	18.5	54.5	56.6
70	Benin	2015	59.7	64.2	15.6	18.2	53.2	55.4
71	Benin	2010	58	62.9	15.2	18	51.7	54.2
72	Benin	2000	54.3	58.8	14.5	17.4	48.4	50.7
73	Bhutan	2019	72	74.4	18.9	19.9	63.2	63.5
74	Bhutan	2015	71.1	73.5	18.7	19.7	62.5	62.7
75	Bhutan	2010	69.9	72.3	18.4	19.5	61.5	61.8
76	Bhutan	2000	64.9	66.6	17.7	18.2	57.2	56.9
77	Bolivia (Plurinational State of)	2019	71.1	73.1	18	19.1	63.2	63.3
78	Bolivia (Plurinational State of)	2015	70.6	72.5	18.1	18.9	62.7	62.7
79	Bolivia (Plurinational State of)	2010	69.4	71.2	18.2	18.9	61.7	61.7
80	Bolivia (Plurinational State of)	2000	64.8	67.2	17.2	18.4	57.6	58.2
81	Bosnia and Herzegovina	2019	74.4	79.1	18.6	21.6	65.7	68.7
82	Bosnia and Herzegovina	2015	73.9	78.6	18.3	21.3	65.4	68.5
83	Bosnia and Herzegovina	2010	73.8	78.5	18.2	21	65.4	68.5
84	Bosnia and Herzegovina	2000	72.6	78	17.7	21.1	64.2	68
85	Botswana	2019	58.9	65.5	14.2	18	51.9	55.8
86	Botswana	2015	57.8	63.9	13.9	17.6	50.9	54.6
87	Botswana	2010	55.1	61.4	13.1	17.3	48.7	52.5
88	Botswana	2000	43.9	47.8	10.4	15.8	39.2	41.4
89	Brazil	2019	72.4	79.4	20.1	23.5	63.4	67.4
90	Brazil	2015	71.7	78.6	19.7	23	62.8	66.7
91	Brazil	2010	70.6	77.7	19	22.4	62	65.9
92	Brazil	2000	67.9	75.2	18	21.3	59.6	63.8
93	Brunei Darussalam	2019	73.4	75.4	19	19.4	65.2	66.1
94	Brunei Darussalam	2015	73.4	75.5	18.7	19.4	65.2	66.3
95	Brunei Darussalam	2010	73.3	75.8	18.4	19.6	65.1	66.5
96	Brunei Darussalam	2000	70.9	73.7	16.2	17.4	63.1	64.8
97	Bulgaria	2019	71.6	78.6	17.4	22	63.9	68.7
98	Bulgaria	2015	71.2	78	17.1	21.5	63.5	68.4
99	Bulgaria	2010	70.2	77.2	16.7	20.9	62.7	67.8
100	Bulgaria	2000	68.4	75	15.9	19.2	61.2	66
101	Burkina Faso	2019	60.1	65.2	15.2	18.1	53.4	56.3
102	Burkina Faso	2015	58.2	63.4	14.8	17.8	51.9	54.8
103	Burkina Faso	2010	56.2	60.8	14.5	17.4	49.8	52.5
104	Burkina Faso	2000	49.9	53.1	14.1	16.6	43.9	45.7
105	Burundi	2019	61.5	66.1	15.2	17.6	54	57.2
106	Burundi	2015	59.8	64.3	14.9	17.4	52.4	55.6
107	Burundi	2010	56.9	60.3	14.2	16.8	49.6	52.1
108	Burundi	2000	41.8	45.9	11.8	14	36.6	39.7
109	Cabo Verde	2019	69.9	77.9	16.8	21.8	62.2	67.2
110	Cabo Verde	2015	72.2	77.6	21	22.1	63.7	66.9
111	Cabo Verde	2010	70.8	77.3	20.8	22.9	62.5	66.4
112	Cabo Verde	2000	66.9	74.6	18.2	22.3	59.4	64.2
113	Cambodia	2019	67.2	72.7	15.9	19.1	59.8	63
114	Cambodia	2015	66.2	71.9	15.8	18.9	58.9	62.4
115	Cambodia	2010	64.2	70	15.5	18.6	57.2	60.7
116	Cambodia	2000	56	61.2	14.4	17.1	49.8	52.9
117	Cameroon	2019	60.3	64.5	15.8	18.3	53.5	55.6
118	Cameroon	2015	57.3	61	15	17.7	50.9	52.7
119	Cameroon	2010	55.1	58.1	14.4	17.3	49	50.2
120	Cameroon	2000	51.3	54.4	13.7	16.4	45.4	46.7
121	Canada	2019	80.4	84.1	23.8	26.4	70.5	72
122	Canada	2015	79.9	83.6	23.3	26	70.4	71.8
123	Canada	2010	79.3	83.3	22.8	25.7	69.9	71.7
124	Canada	2000	76.5	81.5	20.5	24.3	68.1	70.6
125	Canada	1920	0	0	0	0	0	0
126	Central African Republic	2019	50.2	56.3	11.3	14.9	44.5	48.4
127	Central African Republic	2015	48.2	53	11	14.4	42.7	45.7
128	Central African Republic	2010	46.7	50.4	10.7	14.2	41.4	43.6
129	Central African Republic	2000	43.2	45.5	10.1	13.4	38.2	39.3
130	Chad	2019	58	61.3	15.7	17.3	51.3	52.8
131	Chad	2015	56.2	59.6	15.2	17.1	49.8	51.3
132	Chad	2010	53.9	57.4	14.6	16.6	47.7	49.4
133	Chad	2000	49.3	53	13.8	16.1	43.7	45.7
134	Chile	2019	78.1	83.2	22.4	25.9	69	71.1
135	Chile	2015	77	82.5	21.6	25.3	68.1	70.7
136	Chile	2010	75.5	81.3	20.4	24.2	67	69.8
137	Chile	2000	73.6	79.8	19.2	23.1	65.4	68.5
138	China	2019	74.7	80.5	19.2	23.1	67.2	70
139	China	2015	73.9	79.9	18.6	22.7	66.6	69.7
140	China	2010	72.3	77.9	17.9	21.5	65.3	68.2
141	China	2000	69.3	74.2	16.9	20.1	62.7	64.9
142	Colombia	2019	76.7	81.9	22.5	25.3	67.4	70.5
143	Colombia	2015	75.6	81	22	24.7	66.6	69.9
144	Colombia	2010	74	80.1	21.6	24.3	65.2	69.1
145	Colombia	2000	69.7	77.8	20.3	23.1	61.4	66.9
146	Comoros	2019	65.9	68.9	17.4	18.8	58.3	59.6
147	Comoros	2015	65.1	67.8	17.2	18.5	57.6	58.8
148	Comoros	2010	63.6	66.4	16.9	18.2	56.4	57.5
149	Comoros	2000	60.2	62.9	15.6	17	53.2	54.4
150	Congo	2019	63.8	65.6	15.7	17.1	56.4	56.1
151	Congo	2015	62.6	63.6	15.5	16.6	55.3	54.5
152	Congo	2010	61	60.8	15.2	16.1	53.8	52.2
153	Congo	2000	51.5	52.6	12.8	14.7	45.5	45.2
154	Costa Rica	2019	78.3	83.4	23.6	26.4	68.6	71.3
155	Costa Rica	2015	78.2	83.5	23.3	26.4	68.7	71.4
156	Costa Rica	2010	77	82.2	22.5	25.4	67.9	70.6
157	Costa Rica	2000	75.5	80.6	20.8	24	66.8	69.3
158	C™te d'Ivoire	2019	60.5	65.8	15.8	18.7	53.4	56.5
159	C™te d'Ivoire	2015	58	63	15.1	18.1	51.3	54.1
160	C™te d'Ivoire	2010	54.8	58.9	14.3	17.5	48.5	50.7
161	C™te d'Ivoire	2000	48.9	52.3	12.9	16.8	43.3	45
162	Croatia	2019	75.5	81.6	19.4	23.7	66.7	70.5
163	Croatia	2015	74.3	80.7	18.6	23.2	65.8	69.9
164	Croatia	2010	73.4	79.9	18.1	22.4	65.1	69.4
165	Croatia	2000	70.7	77.9	16.7	20.9	62.9	67.9
166	Cuba	2019	75.4	80.3	20	23.2	66.6	69.2
167	Cuba	2015	75.7	80.2	20.3	23.2	66.9	69.2
168	Cuba	2010	75.5	79.8	20.1	22.9	67	69
169	Cuba	2000	74.6	79	20.2	23	66.2	68.1
170	Cyprus	2019	81.1	85.1	23.3	26.4	71.8	73
171	Cyprus	2015	79.9	84.1	22.6	25.6	70.9	72.4
172	Cyprus	2010	78.9	83.1	22.2	24.8	70	71.5
173	Cyprus	2000	76.5	81	20.4	23.2	68.3	70
174	Czechia	2019	76.3	81.9	19.9	24	67	70.6
175	Czechia	2015	75.6	81.3	19.3	23.4	66.4	70.2
176	Czechia	2010	74.4	80.7	18.8	23	65.6	69.9
177	Czechia	2000	71.5	78.3	17	21.3	63.6	68.3
178	Democratic People's Republic of Korea	2019	69.3	75.7	16.8	20.8	63.3	66.6
179	Democratic People's Republic of Korea	2015	68.4	74.8	16.3	20.2	62.6	65.9
180	Democratic People's Republic of Korea	2010	66.9	73.1	15.8	19.5	61.3	64.5
181	Democratic People's Republic of Korea	2000	60.8	66.8	13.5	16.8	56	59.4
182	Democratic Republic of the Congo	2019	60	64.8	15.4	17.9	52.8	55.4
183	Democratic Republic of the Congo	2015	58.3	62.7	14.9	17.5	51.3	53.6
184	Democratic Republic of the Congo	2010	55.6	59.4	14.1	16.8	49	50.8
185	Democratic Republic of the Congo	2000	50.5	54.5	13.3	16.4	44.1	46.4
186	Denmark	2019	79.6	83	22.3	24.9	70.7	71.4
187	Denmark	2015	78.8	82.4	21.8	24.5	70.1	70.9
188	Denmark	2010	77.2	81.1	20.8	23.5	68.8	70
189	Denmark	2000	74.7	79.1	19	22.1	66.7	68.3
190	Djibouti	2019	64.1	67.8	16.6	19	57.2	58.9
191	Djibouti	2015	62.8	66.6	16.3	18.7	56.1	57.9
192	Djibouti	2010	60.6	63.3	15.8	18.4	54.2	55
193	Djibouti	2000	57.9	62	14.9	17.7	51.8	53.8
194	Dominican Republic	2019	69.8	76.2	19	22.4	62.1	66.1
195	Dominican Republic	2015	68.6	75.2	18.6	22	61.2	65.4
196	Dominican Republic	2010	70.4	76.1	20	22.9	62.7	66.2
197	Dominican Republic	2000	70.2	76.7	20.7	24.4	62.1	66.4
198	Ecuador	2019	76.4	80.5	22	24.3	67.7	69.3
199	Ecuador	2015	74.9	79.5	21.4	23.6	66.5	68.5
200	Ecuador	2010	72.3	77.9	20.4	22.8	64.4	67.3
201	Ecuador	2000	71.9	77.3	20.8	23.1	63.9	66.7
202	Egypt	2019	69.6	74.1	16.5	19.1	62.3	63.7
203	Egypt	2015	68.2	72.9	15.7	18.3	61.3	62.8
204	Egypt	2010	67.8	72.7	16.3	19.1	60.9	62.5
205	Egypt	2000	67.3	72.4	16.8	20	60.3	62.2
206	El Salvador	2019	70.6	79.1	20.4	23.6	61.6	67.8
207	El Salvador	2015	68.1	78	20.4	22.9	59.6	67
208	El Salvador	2010	70.6	78	21	23	61.5	67
209	El Salvador	2000	68.4	76.5	20.2	22.6	59.7	65.7
210	Equatorial Guinea	2019	60.9	63.6	16.5	18.8	53.4	54.1
211	Equatorial Guinea	2015	60.3	61.8	16.8	18.7	52.9	52.6
212	Equatorial Guinea	2010	59.8	59.1	17	18.3	52.4	50.4
213	Equatorial Guinea	2000	52.4	56.5	14	17.1	45.8	47.9
214	Eritrea	2019	61.3	67.1	14.1	16.8	53.9	57.7
215	Eritrea	2015	59.4	65.4	13.6	16.6	52.2	56.2
216	Eritrea	2010	57.8	64	12.9	16.2	50.7	54.8
217	Eritrea	2000	51.2	58.5	11.7	15.6	44.6	49.9
218	Estonia	2019	74.7	82.6	19.3	25	66.4	71.7
219	Estonia	2015	73	81.7	18.6	24.3	65	71.1
220	Estonia	2010	70.9	80.4	17.3	23.2	63.3	70.2
221	Estonia	2000	65.6	76.2	15.4	20.9	58.5	66.5
222	Eswatini	2019	53.4	63.2	12.4	17.7	47.1	53.8
223	Eswatini	2015	50.3	58.7	11.9	17.1	44.3	50.2
224	Eswatini	2010	44.9	50.8	10.8	15.7	39.8	43.6
225	Eswatini	2000	44.8	49.4	11.2	15.9	39.9	42.8
226	Ethiopia	2019	66.9	70.5	17.4	19.4	59	60.8
227	Ethiopia	2015	65	68.6	17	19.1	57.4	59.3
228	Ethiopia	2010	61.3	64.5	16.3	18.3	54.2	55.8
229	Ethiopia	2000	49.5	51.7	13.4	14.9	43.9	44.8
230	Fiji	2019	65.9	70.3	14.9	17.5	58.5	60.7
231	Fiji	2015	65.8	70.1	14.8	17.2	58.6	60.7
232	Fiji	2010	65.9	69.5	14.8	16.8	58.8	60.2
233	Fiji	2000	63.7	68.4	13.3	16.3	56.9	59.5
234	Finland	2019	79.2	84	22.4	25.8	69.9	72
235	Finland	2015	78.5	83.9	21.9	25.7	69.4	72
236	Finland	2010	76.7	83	21	25.3	67.9	71.2
237	Finland	2000	74.1	80.9	19.2	23.6	65.8	69.6
238	France	2019	79.8	85.1	23.3	27.2	71.1	73.1
239	France	2015	79	84.7	22.9	26.9	70.5	72.9
240	France	2010	78	84.3	22.3	26.8	69.7	72.5
241	France	2000	75.2	82.5	20.4	25.3	67.4	71.1
242	Gabon	2019	63.6	69.7	15.2	19.3	56	59.3
243	Gabon	2015	62.1	68.1	14.9	19	54.8	58
244	Gabon	2010	60.1	64.3	14.4	18.2	53.1	54.9
245	Gabon	2000	56.1	60.1	13.4	17	49.6	51.4
246	Gambia	2019	63.4	67.7	15.8	18	56.4	57.7
247	Gambia	2015	62.2	66.3	15.6	17.9	55.3	56.5
248	Gambia	2010	60.6	64.5	15.3	17.7	53.9	55
249	Gambia	2000	57.2	61.6	14.9	17.7	51	52.5
250	Georgia	2019	68.8	77.8	16	21	61.4	67.9
251	Georgia	2015	68.2	76.9	16	20.5	61.1	67.3
252	Georgia	2010	67.4	76.3	15.9	20.1	60.5	66.9
253	Georgia	2000	65.6	73.1	15.2	18.4	59.2	64.6
254	Germany	2019	78.7	84.8	21.9	26.9	69.7	72.1
255	Germany	2015	78.1	82.7	21.5	24.8	69.3	70.8
256	Germany	2010	77.8	82.5	21.4	24.8	69.1	70.9
257	Germany	2000	75	80.9	19.5	23.6	67	69.8
258	Ghana	2019	63.7	69.2	15.7	18.9	56.5	59.6
259	Ghana	2015	62	67.4	15.1	18.6	55.1	58
260	Ghana	2010	59.7	64.5	14.6	17.9	53.2	55.6
261	Ghana	2000	57.7	60.8	14.8	17.3	51.4	52.5
262	Greece	2019	78.6	83.6	22.1	25.5	69.9	71.9
263	Greece	2015	77.8	82.9	21.7	25.1	69.3	71.6
264	Greece	2010	77.5	82.7	21.7	24.8	68.9	71.2
265	Greece	2000	75.5	80.9	19.9	23.1	67.5	69.8
266	Grenada	2019	70.6	75.3	17.2	20.3	62.6	65.4
267	Grenada	2015	70.4	75.1	17.3	20.4	62.5	65.3
268	Grenada	2010	69.2	75.5	15.6	20.5	61.8	65.7
269	Grenada	2000	68.6	76	15.1	21	61.5	66.1
270	Guatemala	2019	69	75	19.4	21.4	60.5	64.1
271	Guatemala	2015	67.8	74	18.8	20.8	59.6	63.4
272	Guatemala	2010	65.8	72.8	18.6	20.5	57.8	62.3
273	Guatemala	2000	63.3	70.3	18.1	20.1	55.6	60.1
274	Guinea	2019	59.5	62.3	15.6	17.2	52.9	53.7
275	Guinea	2015	57.3	60.1	14.8	16.6	51.1	51.9
276	Guinea	2010	56.6	59.3	14.7	16.6	50.5	51.2
277	Guinea	2000	53.1	55.3	15	16.3	47.3	47.8
278	Guinea-Bissau	2019	57.4	63	13.9	16.7	51.1	54.1
279	Guinea-Bissau	2015	55.5	60.8	13.4	16.3	49.5	52.3
280	Guinea-Bissau	2010	53	57.7	12.9	16	47.3	49.7
281	Guinea-Bissau	2000	47.8	52.8	12.1	15.4	42.6	45.5
282	Guyana	2019	62.5	69.4	15.1	18.1	55.1	59.7
283	Guyana	2015	62.3	69.2	15.2	18	55	59.6
284	Guyana	2010	61.6	68.2	14.8	17.6	54.5	58.9
285	Guyana	2000	59.8	66.5	14.6	17.3	52.9	57.3
286	Haiti	2019	63.3	64.8	16.5	17	55.9	55.8
287	Haiti	2015	62.1	63.1	16.3	16.7	54.8	54.4
288	Haiti	2010	28	35.4	10.9	12	25.4	31.2
289	Haiti	2000	57	57.2	15.6	15.9	50.5	49.6
290	Honduras	2019	70.7	73.2	17.5	19.1	62.7	63.3
291	Honduras	2015	67.6	72.1	17	18.6	60.1	62.6
292	Honduras	2010	70.2	72.1	18.7	19.1	62.2	62.5
293	Honduras	2000	69.1	71	19.6	19.6	61.1	61.4
294	Hungary	2019	73.1	79.6	17.7	22.3	65	69.3
295	Hungary	2015	72.2	78.7	17.4	21.9	64.3	68.7
296	Hungary	2010	70.6	78.4	17	21.8	63	68.4
297	Hungary	2000	67.1	75.6	15.3	20.1	60	66.1
298	Iceland	2019	80.8	83.9	23.7	25.5	71.7	72.3
299	Iceland	2015	80.7	83.6	23.5	25.3	71.7	72.1
300	Iceland	2010	80	83.3	22.7	25	71.1	71.8
301	Iceland	2000	77.7	81.6	21.2	24	69.3	70.3
302	India	2019	69.5	72.2	18.1	19.5	60.3	60.4
303	India	2015	68.1	70.6	17.7	19.3	59.1	59.2
304	India	2010	65.7	68.9	16.9	19	57	57.6
305	India	2000	61.3	62.9	15.4	16.8	53.2	52.7
306	Indonesia	2019	69.4	73.3	16.7	19.1	61.9	63.8
307	Indonesia	2015	68.8	72.5	16.5	18.8	61.5	63.2
308	Indonesia	2010	67.5	71	16.4	18.4	60.4	62
309	Indonesia	2000	65.8	68.6	16.8	18.2	58.5	59.6
310	Iran (Islamic Republic of)	2019	75.7	79.1	21.2	22.5	66	66.5
311	Iran (Islamic Republic of)	2015	75	78.5	20.9	22.3	65.3	66
312	Iran (Islamic Republic of)	2010	73.9	78	20.6	22.3	64.5	65.6
313	Iran (Islamic Republic of)	2000	70.7	74.6	19	20.5	62.1	63.1
314	Iraq	2019	69.9	75	17.6	20.7	61.6	63.7
315	Iraq	2015	67.3	73.4	17.9	20.5	59.3	62.4
316	Iraq	2010	67.8	72.8	17.5	20	59.8	62
317	Iraq	2000	66.4	71.3	17	19.6	58.5	60.6
318	Ireland	2019	80.2	83.5	23	25.3	70.7	71.4
319	Ireland	2015	79.3	82.9	22.3	24.9	70.2	71.2
320	Ireland	2010	78.3	82.4	21.7	24.6	69.3	70.7
321	Ireland	2000	73.8	79	18.3	21.9	65.9	68.3
322	Israel	2019	80.8	84.4	23.6	26	72	72.7
323	Israel	2015	80	83.8	22.9	25.6	71.3	72.3
324	Israel	2010	79.6	83.3	22.8	25.3	70.9	71.8
325	Israel	2000	76.4	80.7	20.6	23.1	68.4	69.9
326	Italy	2019	80.9	84.9	23.4	26.5	71.2	72.6
327	Italy	2015	80	84.3	22.7	26	70.7	72.4
328	Italy	2010	79.4	84.2	22.4	26.1	70	72.2
329	Italy	2000	76.4	82.1	20.3	24.5	67.6	70.4
330	Jamaica	2019	74.4	77.7	20.1	22.6	65.9	67.3
331	Jamaica	2015	74.1	77.7	19.9	23	65.9	67.4
332	Jamaica	2010	73.3	78.5	19.7	23.8	65.3	68
333	Jamaica	2000	72	76.5	19.7	22.3	64.3	66.6
334	Japan	2019	81.5	86.9	23.9	28.6	72.6	75.5
335	Japan	2015	80.7	86.4	23.4	28.1	72	75.1
336	Japan	2010	79.5	85.8	22.6	27.7	71.1	74.7
337	Japan	2000	77.7	84.4	21.3	26.6	69.5	73.5
338	Jordan	2019	77	78.8	21.6	22.1	68.1	67.2
339	Jordan	2015	77	78.8	21.5	22.1	68	67.2
340	Jordan	2010	75.6	77.6	20.5	21.4	67.1	66.2
341	Jordan	2000	73.1	72.5	19.5	17.9	65	62.3
342	Kazakhstan	2019	70	77.6	16.8	21.4	62.4	67.4
343	Kazakhstan	2015	67.4	76.2	15.9	20.6	60.3	66.3
344	Kazakhstan	2010	63.6	73.4	14.6	19.2	57	64
345	Kazakhstan	2000	57.6	69.2	12.3	17.8	52	60.5
346	Kenya	2019	63.7	68.4	16	19.1	56.4	58.9
347	Kenya	2015	61.7	66.6	15.6	18.8	54.8	57.4
348	Kenya	2010	59.2	63.1	14.9	18.5	52.6	54.4
349	Kenya	2000	52.8	54.9	14.5	18.1	46.6	47.2
350	Kiribati	2019	56.1	62.8	12.5	14.6	50.5	54.9
351	Kiribati	2015	55.1	61.4	12.3	14.4	49.6	53.7
352	Kiribati	2010	54.8	61.4	12	14.2	49.3	53.8
353	Kiribati	2000	52.3	59.4	11.3	13.7	47.1	52.2
354	Kuwait	2019	79.3	83.9	22.8	25.9	69.5	71.1
355	Kuwait	2015	79.5	83.8	23.2	25.9	69.7	71
356	Kuwait	2010	78.8	81.4	22.7	24	69.2	69.2
357	Kuwait	2000	76.4	80.1	21.2	23.5	67.4	68
358	Kyrgyzstan	2019	70.7	77.3	17.8	21.7	63.6	67.7
359	Kyrgyzstan	2015	67.9	75.3	16.3	20.2	61.3	66.2
360	Kyrgyzstan	2010	65.2	73.3	15.5	19.3	58.9	64.5
361	Kyrgyzstan	2000	61.9	70.2	14.9	18.3	55.8	61.7
362	Lao People's Democratic Republic	2019	66.2	70.9	16.3	18.9	59.2	61.9
363	Lao People's Democratic Republic	2015	64.7	69.6	16.2	18.7	57.9	60.7
364	Lao People's Democratic Republic	2010	62.4	67.4	15.5	18.1	56	58.9
365	Lao People's Democratic Republic	2000	56.3	60.6	14	16.5	50.5	53.1
366	Latvia	2019	70.6	79.8	17.2	23	62.9	69.3
367	Latvia	2015	69.9	79.3	17.1	22.7	62.3	68.9
368	Latvia	2010	67.8	77.8	15.8	21.7	60.5	67.7
369	Latvia	2000	64.6	75.6	15.1	20.6	57.4	65.6
370	Lebanon	2019	74	79.2	18.8	22.4	65.1	67
371	Lebanon	2015	73.5	78.8	18.3	22.1	64.7	66.8
372	Lebanon	2010	73.3	78.1	18.3	21.7	64.6	66.3
373	Lebanon	2000	73	76.1	18.9	20.7	64.4	64.9
374	Lesotho	2019	47.7	54.2	11.2	15.2	42.3	46.4
375	Lesotho	2015	45.1	50.6	10.7	14.4	40.1	43.4
376	Lesotho	2010	44.5	50.7	10.6	14.7	39.6	43.6
377	Lesotho	2000	45.5	50.7	11	16.7	40.7	43.7
378	Liberia	2019	63.2	65	17.4	18	54.9	55
379	Liberia	2015	60.6	61.7	16.8	17.3	52.7	52.2
380	Liberia	2010	60.1	61.3	16.3	17	52.3	51.8
381	Liberia	2000	52.9	54.7	15.3	16.2	45.7	46
382	Libya	2019	74.2	77.3	20.5	21.9	64.9	65.5
383	Libya	2015	72.4	76.9	20.7	21.9	63.5	65.2
384	Libya	2010	74.8	77.3	21	22	65.6	65.7
385	Libya	2000	72.7	76.3	20	22	64.2	65
386	Lithuania	2019	71.2	80.4	17.6	23.5	63.4	69.7
387	Lithuania	2015	69.1	79.5	16.9	22.9	61.6	68.8
388	Lithuania	2010	67.5	78.7	16.4	22.5	60.2	68.2
389	Lithuania	2000	66.7	77.2	16.4	21.7	59.2	66.9
390	Luxembourg	2019	80.6	84.2	22.9	25.8	71.1	72
391	Luxembourg	2015	80.3	84.3	22.8	25.9	70.9	72.1
392	Luxembourg	2010	78.6	83.1	21.6	25.1	69.6	71.3
393	Luxembourg	2000	75.1	81.1	19.4	23.7	66.8	69.7
394	Madagascar	2019	64.1	66.6	16.1	17.3	56.9	57.7
395	Madagascar	2015	62.9	65.5	15.8	17.2	55.8	56.8
396	Madagascar	2010	61.4	64.2	15.3	16.9	54.5	55.6
397	Madagascar	2000	57.5	60.2	14.6	16.2	50.7	52
398	Malawi	2019	62.3	68.9	15.1	19	55.1	59
399	Malawi	2015	59.7	66.5	14.6	18.8	52.8	57
400	Malawi	2010	54.4	59.2	13.7	18	48.3	50.9
401	Malawi	2000	44	45.6	12.2	15.8	38.9	39.3
402	Malaysia	2019	72.6	77.1	18.5	20.6	64.5	66.9
403	Malaysia	2015	73	77.1	19.1	20.7	64.7	67
404	Malaysia	2010	72.2	76.5	18.3	20.1	64.3	66.6
405	Malaysia	2000	70.6	75.3	17	19.2	62.6	65.5
406	Maldives	2019	78.6	80.8	21.4	23.1	69.7	70
407	Maldives	2015	77.6	79.5	20.8	21.9	69	69.1
408	Maldives	2010	76	78.2	19.7	21	67.8	68.1
409	Maldives	2000	70.4	71.5	18.1	17.8	62.4	62.3
410	Mali	2019	62.2	63.4	17.3	17.6	54.8	54.5
411	Mali	2015	60.4	61.4	16.9	17.2	53.3	52.7
412	Mali	2010	58.6	59.5	16.7	17	51.6	51.1
413	Mali	2000	52.6	52.7	16.2	15.9	46	45.3
